WMO;COUNTRY;LAUNCH_DATE;PROGRAM
3901862;European Union;2016/08/11;MOCCA-EU
3901863;European Union;2016/08/12;MOCCA-EU
3901864;European Union;2016/09/08;MOCCA-EU
3901865;European Union;2016/09/08;MOCCA-EU
3901866;European Union;2016/10/17;MOCCA-EU
3901867;European Union;2016/10/11;MOCCA-EU
3901868;European Union;2016/10/12;MOCCA-EU
3901869;European Union;2016/11/10;MOCCA-EU
3901870;European Union;2016/11/10;MOCCA-EU
3901871;European Union;2016/08/29;MOCCA-EU
3901872;European Union;2016/08/23;MOCCA-EU
3901873;European Union;2016/09/04;MOCCA-EU
3901874;European Union;2016/08/22;MOCCA-EU
3901875;European Union;2016/08/23;MOCCA-EU
3901876;Netherlands;2016/10/17;MOCCA-NETH
3901877;Netherlands;2016/10/21;MOCCA-NETH
3901878;Netherlands;2017/04/19;MOCCA-NETH
3901879;Netherlands;2017/04/03;MOCCA-NETH
3901880;Netherlands;2017/04/20;MOCCA-NETH
3901881;Netherlands;2017/01/22;MOCCA-NETH
3901882;Netherlands;2017/03/04;MOCCA-NETH
3901883;Netherlands;2017/01/28;MOCCA-NETH
3901884;Netherlands;2017/04/14;MOCCA-NETH
3901885;Netherlands;2016/12/19;MOCCA-NETH
3901886;Netherlands;2017/03/24;MOCCA-NETH
3901887;Netherlands;2017/04/13;MOCCA-NETH
3901888;Netherlands;2017/02/25;MOCCA-NETH
3901889;Netherlands;2017/04/06;MOCCA-NETH
3901890;European Union;2017/04/03;MOCCA-EU
3901891;European Union;2017/04/14;MOCCA-EU
3901892;European Union;2017/04/14;MOCCA-EU
3901893;European Union;2017/04/15;MOCCA-EU
3901894;European Union;2017/04/15;MOCCA-EU
3901895;European Union;2017/04/14;MOCCA-EU
3901896;European Union;2017/04/24;MOCCA-EU
3901897;European Union;2017/05/10;MOCCA-EU
3901898;European Union;2017/05/10;MOCCA-EU
3901899;European Union;2017/01/22;MOCCA-EU
3901900;European Union;2017/01/24;MOCCA-EU
3901901;European Union;2016/12/16;MOCCA-EU
3901902;European Union;2016/12/16;MOCCA-EU
3901903;European Union;2016/12/16;MOCCA-EU
3901904;European Union;2017/01/24;MOCCA-EU
3901905;European Union;2017/01/23;MOCCA-EU
3901906;European Union;2017/03/10;MOCCA-EU
3901907;Italy;2017/01/21;MOCCA-IT
3901908;Italy;2017/01/25;MOCCA-IT
3901909;European Union;2016/12/29;MOCCA-EU
3901910;Poland;2017/06/29;MOCCA-POL
3901911;Poland;2017/06/27;MOCCA-POL
3901912;European Union;2017/08/10;MOCCA-EU
3901913;European Union;2017/08/10;MOCCA-EU
3901914;European Union;2017/08/10;MOCCA-EU
3901915;European Union;2017/08/10;MOCCA-EU
3901916;European Union;2017/08/10;MOCCA-EU
3901917;European Union;2017/08/10;MOCCA-EU
3901918;European Union;2016/12/01;MOCCA-EU
3901919;European Union;2016/12/01;MOCCA-EU
3901920;European Union;2016/12/02;MOCCA-EU
3901921;European Union;2018/05/19;MOCCA-EU
3901922;European Union;2017/10/07;MOCCA-EU
3901923;European Union;2016/12/03;MOCCA-EU
3901924;European Union;2016/12/04;MOCCA-EU
3901925;European Union;2016/12/04;MOCCA-EU
3901926;European Union;2017/10/31;MOCCA-EU
3901927;European Union;2016/12/05;MOCCA-EU
3901928;European Union;2016/12/06;MOCCA-EU
3901929;European Union;2017/01/22;MOCCA-EU
3901930;European Union;2017/01/24;MOCCA-EU
3901931;European Union;2017/01/19;MOCCA-EU
3901932;European Union;2018/06/08;MOCCA-EU
3901933;European Union;2017/10/31;MOCCA-EU
3901934;European Union;2017/01/10;MOCCA-EU
3901935;European Union;2017/01/08;MOCCA-EU
3901936;European Union;2017/09/20;MOCCA-EU
3901937;European Union;2017/01/09;MOCCA-EU
3901938;European Union;2017/10/06;MOCCA-EU
3901939;European Union;2017/09/18;MOCCA-EU
3901940;European Union;2017/09/20;MOCCA-EU
3901941;European Union;2017/09/21;MOCCA-EU
3901942;European Union;2017/09/20;MOCCA-EU
3901943;European Union;2017/09/20;MOCCA-EU
3901944;European Union;2017/09/22;MOCCA-EU
3901945;European Union;2017/11/04;MOCCA-EU
3901946;European Union;2018/01/23;MOCCA-EU
3901947;European Union;2018/01/23;MOCCA-EU
3901948;European Union;2017/12/17;MOCCA-EU
3901949;European Union;2017/12/16;MOCCA-EU
3901950;European Union;2017/12/18;MOCCA-EU
3901951;European Union;2017/09/28;MOCCA-EU
3901952;European Union;2017/10/05;MOCCA-EU
3901953;European Union;2017/10/05;MOCCA-EU
3901954;European Union;2017/10/09;MOCCA-EU
3901955;European Union;2017/10/13;MOCCA-EU
3901956;European Union;2017/10/15;MOCCA-EU
3901957;European Union;2018/05/20;MOCCA-EU
3901958;European Union;2018/01/03;MOCCA-EU
3901959;European Union;2018/01/02;MOCCA-EU
3901960;European Union;2018/01/05;MOCCA-EU
3901961;Italy;2018/01/29;Argo ITALY
3901962;Italy;2018/02/06;Argo ITALY
3901963;Italy;2018/01/30;Argo ITALY
3901964;European Union;2017/07/25;MOCCA-EU
3901965;European Union;2017/07/25;MOCCA-EU
3901966;Netherlands;2018/04/07;Argo NETHERLANDS
3901967;Netherlands;2018/04/16;Argo NETHERLANDS
3901968;Netherlands;2017/11/02;Argo NETHERLANDS
3901969;Netherlands;2018/04/14;Argo NETHERLANDS
3901970;European Union;2018/07/20;MOCCA-EU
3901971;European Union;2018/07/23;MOCCA-EU
3901972;European Union;2017/12/25;MOCCA-EU
3901973;Italy;2018/07/21;Argo ITALY
3901974;Italy;2018/05/30;Argo ITALY
3901975;Italy;2018/07/04;Argo ITALY
3901976;Italy;2018/11/05;Argo ITALY
3901977;Italy;2018/10/22;Argo ITALY
3901978;Italy;2017/07/05;MOCCA-IT
3901979;European Union;2018/02/06;MOCCA-EU
3901980;European Union;2018/05/08;MOCCA-EU
3901981;European Union;2018/05/04;MOCCA-EU
3901982;European Union;2018/05/02;MOCCA-EU
3901983;European Union;2018/04/29;MOCCA-EU
3901984;European Union;2018/08/26;MOCCA-EU
3901985;European Union;2018/02/07;MOCCA-EU
3901986;European Union;2018/02/06;MOCCA-EU
3901987;European Union;2018/02/06;MOCCA-EU
3901988;Norway;2018/02/28;Argo NORWAY
3901989;European Union;2018/09/08;MOCCA-EU
3901990;European Union;2018/10/25;MOCCA-EU
3901991;European Union;2018/12/13;MOCCA-EU
3901992;European Union;2018/12/27;MOCCA-EU
3901993;European Union;2018/12/28;MOCCA-EU
3901994;European Union;2018/12/30;MOCCA-EU
3901995;European Union;2018/12/20;MOCCA-EU
3901996;European Union;2018/12/26;MOCCA-EU
3901997;European Union;2021/02/25;EuroArgo
3901998;European Union;2021/03/01;EuroArgo
3901999;European Union;2021/02/25;EuroArgo
3902000;European Union;2021/11/26;EuroArgo
3902001;European Union;2021/11/25;EuroArgo
3902004;Bulgaria;2021/10/21;BulArgo
3902005;Bulgaria;2021/10/21;BulArgo
3902006;Bulgaria;2022/11/03;BulArgo
3902007;European Union;2022/02/12;EuroArgo
3902008;European Union;2022/02/11;EuroArgo
3902009;European Union;2022/02/13;EuroArgo
3902010;European Union;2022/05/19;EuroArgo
3902011;European Union;2022/05/19;EuroArgo
3902012;European Union;2022/08/13;EuroArgo
3902013;European Union;2022/07/30;EuroArgo
3902014;European Union;2022/08/11;EuroArgo
3902100;Poland;2017/03/15;Argo POLAND
3902101;Poland;2018/02/06;Argo POLAND
3902102;Poland;2018/06/30;Argo POLAND
3902103;Poland;2018/06/30;Argo POLAND
3902104;Poland;2018/05/31;Argo POLAND
3902105;Poland;2018/06/23;Argo POLAND
3902106;Poland;2018/09/11;Argo POLAND
3902107;Poland;2019/06/22;Argo POLAND
3902108;Poland;2019/06/23;Argo POLAND
3902109;European Union;2020/06/03;Euro-Argo RISE
3902110;Poland;2020/05/27;Argo POLAND
3902111;Poland;2020/07/10;Argo POLAND
3902112;Poland;2020/07/08;Argo POLAND
3902113;Poland;2021/06/30;Argo POLAND
3902114;Poland;2021/07/07;Argo POLAND
3902115;Poland;2021/06/15;Argo POLAND
3902116;Poland;2022/07/26;Argo POLAND
3902117;Poland;2023/02/22;Argo POLAND
3902120;European Union;2018/03/14;AtlantOS_H2020
3902121;European Union;2018/03/16;AtlantOS_H2020
3902122;European Union;2017/10/08;AtlantOS_H2020
3902123;European Union;2017/10/09;AtlantOS_H2020
3902124;European Union;2017/10/18;AtlantOS_H2020
3902125;European Union;2017/10/19;AtlantOS_H2020
3902126;European Union;2018/04/10;AtlantOS_H2020
3902127;European Union;2018/08/25;AtlantOS_H2020
3902128;European Union;2018/03/21;AtlantOS_H2020
3902129;European Union;2018/02/04;AtlantOS_H2020
3902130;European Union;2018/03/24;AtlantOS_H2020
3902131;European Union;2018/03/13;AtlantOS_H2020
3902132;European Union;2018/03/29;AtlantOS_H2020
3902133;European Union;2017/11/03;MOCCA-EU
3902134;European Union;2018/10/04;MOCCA-EU
3902135;European Union;2018/01/01;MOCCA-EU
3902136;European Union;2017/12/30;MOCCA-EU
3902137;European Union;2018/11/09;MOCCA-EU
3902398;United Kingdom;2019/11/11;Argo UK
3902399;United Kingdom;2019/11/12;Argo UK
3902400;United Kingdom;2019/11/16;Argo UK
3902401;United Kingdom;2019/11/18;Argo UK
3902402;United Kingdom;2019/11/21;Argo UK
3902403;United Kingdom;2019/11/22;Argo UK
3902456;Netherlands;2022/04/22;Argo NETHERLANDS
3902457;Netherlands;2022/04/22;Argo NETHERLANDS
3902458;France;2022/12/05;Coriolis
3902459;France;2023/02/13;Coriolis
3902460;France;2022/12/11;Coriolis
3902462;Norway;2022/06/17;Argo NORWAY
3902463;Norway;2022/06/05;Argo NORWAY
3902464;Norway;2022/06/12;Argo NORWAY
3902465;Norway;2022/06/12;Argo NORWAY
3902467;Spain;2022/11/16;Argo SPAIN
3902468;Netherlands;2023/01/24;Argo NETHERLANDS
3902469;Netherlands;2023/01/01;Argo NETHERLANDS
3902471;France;2022/11/02;REFINE
3902472;France;2022/10/16;Argo FPAII-GMMC
3902475;Germany;2023/01/19;Argo BSH
3902476;France;2022/12/22;Coriolis
3902488;Germany;2023/02/13;Argo GERMANY
3902489;France;2023/03/08;Coriolis
3902494;United Kingdom;2023/05/09;Argo UK
3902498;France;2023/03/07;REFINE
3902500;Italy;2023/05/05;Argo ITALY
3902518;France;2023/05/04;Coriolis
3902519;France;2023/05/03;Coriolis
4900187;Germany;2001/05/14;Argo eq. IFM
4900188;Germany;2001/05/24;Argo eq. IFM
4900189;Germany;2001/05/24;Argo eq. IFM
4900190;Germany;2001/06/09;Argo eq. IFM
4900191;Germany;2001/06/09;Argo eq. IFM
4900192;Germany;2001/06/08;Argo eq. IFM
4900193;Germany;2001/06/08;Argo eq. IFM
4900207;European Union;2002/03/11;Gyroscope
4900208;European Union;2002/03/12;Gyroscope
4900209;European Union;2002/03/14;Gyroscope
4900210;European Union;2002/03/16;Gyroscope
4900211;European Union;2002/03/17;Gyroscope
4900212;European Union;2002/03/19;Gyroscope
4900213;European Union;2002/03/15;Gyroscope
4900214;European Union;2002/05/11;Gyroscope
4900215;European Union;2002/05/11;Gyroscope
4900216;European Union;2002/05/12;Gyroscope
4900217;European Union;2002/05/12;Gyroscope
4900218;European Union;2002/05/12;Gyroscope
4900219;European Union;2002/05/13;Gyroscope
4900220;European Union;2002/05/14;Gyroscope
4900221;European Union;2002/05/14;Gyroscope
4900222;European Union;2002/06/17;Gyroscope
4900223;European Union;2002/06/17;Gyroscope
4900224;European Union;2002/06/17;Gyroscope
4900225;European Union;2002/06/18;Gyroscope
4900226;Mexico;2005/07/27;Argo MEX-CO-US
4900258;European Union;2002/06/04;Gyroscope
4900259;European Union;2002/06/05;Gyroscope
4900260;European Union;2002/06/05;Gyroscope
4900261;European Union;2002/06/06;Gyroscope
4900262;European Union;2002/06/07;Gyroscope
4900263;European Union;2002/06/07;Gyroscope
4900264;European Union;2002/06/08;Gyroscope
4900265;European Union;2002/06/08;Gyroscope
4900296;European Union;2002/06/08;Gyroscope
4900297;European Union;2002/06/08;Gyroscope
4900298;European Union;2002/06/09;Gyroscope
4900299;European Union;2002/06/10;Gyroscope
4900300;European Union;2002/06/12;Gyroscope
4900301;France;2007/07/27;Coriolis
4900302;France;2007/07/22;Coriolis
4900303;France;2007/07/26;Coriolis
4900349;Germany;2003/09/19;Argo eq. IFM
4900350;Germany;2003/09/19;Argo eq. IFM
4900351;Germany;2003/09/23;Argo eq. IFM
4900352;Germany;2003/09/24;Argo eq. IFM
4900353;Germany;2003/09/19;Argo eq. IFM
4900354;Germany;2003/09/18;Argo eq. IFM
4900355;Germany;2003/09/20;Argo eq. IFM
4900555;Germany;2004/09/02;Argo IFM-GEOMAR
4900556;Spain;2005/03/05;Argo SPAIN
4900557;Spain;2004/09/10;Argo SPAIN
4900558;Spain;2004/09/10;Argo SPAIN
4900607;Germany;2003/09/07;Argo eq. IFM2
4900608;Germany;2004/09/02;Argo eq. IFM2
4900609;Germany;2004/09/01;Argo eq. IFM2
4900610;Germany;2004/09/19;Argo eq. IFM2
4900611;Germany;2004/09/15;Argo eq. IFM2
4901254;France;2008/05/31;Coriolis
4901255;France;2008/05/31;Coriolis
4901256;France;2008/05/31;Coriolis
4901257;France;2008/06/01;Coriolis
4901258;France;2008/06/01;Coriolis
4901410;Germany;2012/07/11;Argo BSH
4901411;Germany;2012/07/12;Argo BSH
4901412;Germany;2012/07/13;Argo BSH
4901413;Germany;2012/07/15;Argo BSH
4901414;Germany;2012/07/17;Argo BSH
4901415;Germany;2012/07/18;Argo BSH
4901416;Germany;2012/07/20;Argo BSH
4901417;Germany;2013/05/16;Argo BSH
4901418;Germany;2013/05/20;Argo BSH
4901419;Germany;2013/05/24;Argo BSH
4901420;Germany;2013/05/31;Argo BSH
4901421;Germany;2015/06/09;Argo BSH
4901422;Germany;2015/06/06;Argo BSH
4901423;Germany;2015/06/05;Argo BSH
4901424;Germany;2015/06/13;Argo BSH
4901425;Germany;2015/06/15;Argo BSH
4901426;Germany;2015/05/23;Argo BSH
4901428;Germany;2015/10/20;Argo BSH
4901429;Germany;2015/10/21;Argo BSH
4901680;Germany;2012/07/13;Argo BSH
4901681;Germany;2012/07/20;Argo BSH
4901682;Germany;2015/10/23;Argo BSH
4901683;Germany;2015/10/24;Argo BSH
4901801;Canada;2016/06/07;NAOS-Canada
4901802;Canada;2016/07/09;NAOS-Canada
4901803;Canada;2016/07/09;NAOS-Canada
4901804;Canada;2017/07/20;NAOS-Canada
4901805;Canada;2017/07/20;NAOS-Canada
4901806;Canada;2019/07/17;NAOS-Canada
4902437;Canada;2022/10/12;NAOS-Canada
4902602;Canada;2021/10/25;NAOS-Canada
4902630;Canada;2022/10/12;NAOS-Canada
4903626;France;2022/11/26;Coriolis
4903627;France;2022/11/24;Coriolis
4903628;France;2022/11/25;Coriolis
4903629;Netherlands;2022/04/21;Argo NETHERLANDS
4903630;France;2022/12/19;Coriolis
4903631;France;2023/01/31;Coriolis
4903632;France;2022/09/10;Coriolis
4903633;France;2023/01/27;Coriolis
4903634;France;2022/05/21;REFINE
4903635;Spain;2022/07/20;Argo SPAIN
4903639;Netherlands;2022/11/26;Argo NETHERLANDS
4903640;Netherlands;2022/12/20;Argo NETHERLANDS
4903641;Norway;2022/10/03;Argo NORWAY
4903642;Germany;2023/01/11;Argo BSH
4903643;France;2022/12/29;Coriolis
4903650;Italy;2023/02/08;Argo ITALY
4903652;France;2023/03/19;Coriolis
4903657;France;2023/02/06;REFINE
4903658;France;2023/02/11;REFINE
4903670;United Kingdom;2023/05/10;Argo UK Bio
4903672;Norway;2023/05/30;Argo NORWAY
4903673;Norway;2023/06/01;Argo NORWAY
4903674;Norway;2023/06/01;Argo NORWAY
4903711;European Union;2023/05/11;EuroArgo
4903713;Spain;2023/04/16;Argo SPAIN
4903714;Finland;2023/04/22;Argo FINLAND
4903739;France;2023/08/01;Coriolis-BIOArgo
4903740;France;2023/05/10;Coriolis-BIOArgo
5900176;United Kingdom;2002/03/31;Argo UK
5900177;United Kingdom;2002/04/02;Argo UK
5900178;United Kingdom;2002/04/03;Argo UK
5900179;United Kingdom;2002/04/04;Argo UK
5900180;United Kingdom;2002/04/04;Argo UK
5900181;United Kingdom;2002/04/05;Argo UK
5900182;United Kingdom;2002/04/05;Argo UK
5900183;United Kingdom;2002/04/06;Argo UK
5900184;United Kingdom;2002/04/07;Argo UK
5900185;United Kingdom;2002/04/09;Argo UK
5900186;United Kingdom;2002/04/11;Argo UK
5900187;United Kingdom;2002/04/13;Argo UK
5900198;China;2002/03/21;Argo eq. CHINA
5900901;France;2005/05/01;Coriolis-FRONTALIS
5900902;France;2005/05/01;Coriolis-FRONTALIS
5900903;France;2005/05/02;Coriolis-FRONTALIS
5900904;France;2005/05/03;Coriolis-FRONTALIS
5900905;France;2005/05/03;Coriolis-FRONTALIS
5900906;France;2005/05/11;Coriolis-FRONTALIS
5900907;France;2005/05/11;Coriolis-FRONTALIS
5900908;France;2005/05/11;Coriolis-FRONTALIS
5900909;France;2005/05/10;Coriolis-FRONTALIS
5900910;France;2005/05/10;Coriolis-FRONTALIS
5900911;France;2005/04/23;Coriolis-FRONTALIS
5900912;France;2005/04/23;Coriolis-FRONTALIS
5900913;France;2005/05/17;Coriolis-FRONTALIS
5900914;France;2005/04/24;Coriolis-FRONTALIS
5900915;France;2005/04/24;Coriolis-FRONTALIS
5900916;France;2005/04/25;Coriolis-FRONTALIS
5900917;France;2005/04/25;Coriolis-FRONTALIS
5900918;France;2005/04/25;Coriolis-FRONTALIS
5900919;France;2005/04/26;Coriolis-FRONTALIS
5900920;France;2005/04/26;Coriolis-FRONTALIS
5901709;United Kingdom;2007/01/31;Argo UK
5901710;United Kingdom;2007/01/30;Argo UK
5901711;United Kingdom;2007/02/01;Argo UK
5901712;United Kingdom;2007/02/01;Argo UK
5902065;France;2011/12/14;Coriolis-Good Hope
5902066;France;2012/01/16;Coriolis-Good Hope
5902067;France;2012/01/16;Coriolis-Good Hope
5902268;France;2012/01/14;Coriolis-Good Hope
5902269;France;2010/06/28;Coriolis-OVIDE
5902281;France;2009/12/08;Coriolis-Good Hope
5902282;France;2009/12/09;Coriolis-Good Hope
5902283;France;2009/12/11;Coriolis-Good Hope
5902284;France;2009/12/13;Coriolis-Good Hope
5902285;France;2009/12/14;Coriolis-Good Hope
5902286;France;2009/12/16;Coriolis-Good Hope
5902287;France;2009/12/18;Coriolis-Good Hope
5902288;France;2009/12/20;Coriolis-Good Hope
5902289;France;2009/12/21;Coriolis-Good Hope
5902290;France;2014/09/27;Coriolis
5902291;France;2010/04/16;Coriolis
5902292;France;2010/11/30;Coriolis-PIRATA
5902293;France;2010/12/01;Coriolis-PIRATA
5902294;France;2010/12/02;Coriolis-PIRATA
5902295;France;2011/07/01;Coriolis-SPICE
5902296;France;2014/02/13;Coriolis
5902297;France;2010/06/27;Coriolis-OVIDE
5902298;France;2010/06/27;Coriolis-OVIDE
5902299;France;2010/06/26;Coriolis-OVIDE
5902300;France;2010/06/25;Coriolis-OVIDE
5902301;France;2010/06/25;Coriolis-OVIDE
5902302;France;2010/06/24;Coriolis-OVIDE
5902303;France;2010/06/23;Coriolis-OVIDE
5902304;France;2010/06/21;Coriolis-OVIDE
5902305;France;2010/06/20;Coriolis-OVIDE
5902306;France;2010/06/19;Coriolis-OVIDE
5902307;France;2010/06/17;Coriolis-OVIDE
5902308;France;2010/06/15;Coriolis-OVIDE
5902309;France;2010/06/12;Coriolis-OVIDE
5902310;France;2010/05/10;Coriolis-SPICE
5902311;France;2010/05/11;Coriolis-SPICE
5902312;France;2010/05/10;Coriolis-SPICE
5902313;France;2010/05/11;Coriolis-SPICE
5902314;France;2010/12/03;Coriolis-PIRATA
5902315;France;2010/12/04;Coriolis-PIRATA
5902316;France;2010/09/02;Coriolis
5902317;France;2010/06/29;Coriolis-BIOArgo
5903118;Brazil;2014/11/13;Argo BRAZIL Navy
5903126;Brazil;2014/11/12;Argo BRAZIL Navy
5903129;Brazil;2015/03/03;Argo BRAZIL Navy
5903130;Brazil;2015/04/26;Argo BRAZIL Navy
5903131;Brazil;2015/05/08;Argo BRAZIL Navy
5903132;Brazil;2015/11/19;Argo BRAZIL Navy
5903133;Brazil;2015/11/18;Argo BRAZIL Navy
5903134;Brazil;2015/10/12;Argo BRAZIL Navy
5903135;Brazil;2015/10/15;Argo BRAZIL Navy
5904988;Norway;2014/06/12;Argo NORWAY
5904989;Norway;2014/06/12;Argo NORWAY
5906864;France;2023/02/12;Coriolis
5906866;Bulgaria;2022/11/03;BulArgo
5906868;Saudi Arabia;2022/03/29;Argo SAUDI ARABIA
5906966;United Kingdom;2023/02/24;Argo UK
5906967;United Kingdom;2023/03/28;Argo UK
5906969;France;2022/10/28;Coriolis
5906970;France;2022/10/16;REFINE
5906971;France;2022/11/27;NAOS-France
5906972;France;2022/10/21;NAOS-France
5906973;Finland;2022/10/03;Argo FINLAND
5906974;Germany;2023/01/18;Argo BSH
5906979;Italy;2023/02/08;Argo ITALY
5906980;Italy;2023/02/08;Argo ITALY
5906990;France;2023/05/07;Coriolis-BIOArgo
5907048;United Kingdom;2023/05/16;Argo UK
6900045;European Union;2001/07/25;Gyroscope
6900046;European Union;2001/07/25;Gyroscope
6900047;France;2001/09/06;Argo eq. POMME
6900048;France;2001/09/21;Argo eq. POMME
6900082;United Kingdom;2001/11/21;Argo UK eq.
6900083;United Kingdom;2001/11/22;Argo UK eq.
6900084;United Kingdom;2002/05/05;Argo UK eq.
6900085;United Kingdom;2002/05/07;Argo UK eq.
6900086;United Kingdom;2002/05/08;Argo UK eq.
6900127;France;2001/10/12;Coriolis
6900128;France;2001/10/24;Coriolis
6900129;France;2001/10/20;Coriolis
6900130;France;2001/10/23;Coriolis
6900132;France;2002/09/29;Coriolis
6900133;France;2004/06/12;Coriolis
6900134;France;2004/06/12;Coriolis-CONGAS
6900135;France;2004/06/13;Coriolis-CONGAS
6900136;France;2004/06/13;Coriolis-CONGAS
6900137;France;2004/06/17;Coriolis-CONGAS
6900138;France;2004/06/17;Coriolis-CONGAS
6900139;France;2004/12/08;Coriolis-CONGAS
6900140;France;2004/12/05;Coriolis
6900141;France;2004/12/08;Coriolis-CONGAS
6900152;European Union;2001/08/04;Gyroscope
6900153;European Union;2001/08/06;Gyroscope
6900154;European Union;2001/07/27;Gyroscope
6900155;European Union;2001/07/22;Gyroscope
6900156;European Union;2001/07/26;Gyroscope
6900157;European Union;2001/07/20;Gyroscope
6900158;European Union;2001/07/20;Gyroscope
6900159;European Union;2001/08/01;Gyroscope
6900160;European Union;2001/08/02;Gyroscope
6900161;European Union;2001/07/29;Gyroscope
6900162;European Union;2001/10/13;Gyroscope
6900163;European Union;2002/05/06;Gyroscope
6900164;European Union;2001/10/24;Gyroscope
6900165;European Union;2001/10/25;Gyroscope
6900166;European Union;2002/05/07;Gyroscope
6900167;European Union;2002/05/07;Gyroscope
6900168;European Union;2002/05/10;Gyroscope
6900169;European Union;2002/06/13;Gyroscope
6900170;European Union;2002/06/14;Gyroscope
6900171;European Union;2002/06/14;Gyroscope
6900172;European Union;2002/06/14;Gyroscope
6900173;European Union;2002/03/22;Gyroscope
6900174;European Union;2002/06/15;Gyroscope
6900175;European Union;2002/06/16;Gyroscope
6900176;European Union;2002/06/26;Gyroscope
6900177;European Union;2002/06/17;Gyroscope
6900178;European Union;2002/06/08;Gyroscope
6900179;European Union;2002/07/01;Gyroscope
6900180;European Union;2002/07/07;Gyroscope
6900181;European Union;2002/09/10;Gyroscope
6900182;European Union;2002/06/24;Gyroscope
6900183;European Union;2002/06/19;Gyroscope
6900184;European Union;2002/08/08;Gyroscope
6900185;European Union;2002/08/10;Gyroscope
6900186;European Union;2002/08/12;Gyroscope
6900187;European Union;2004/08/06;Gyroscope
6900188;European Union;2004/08/05;Gyroscope
6900189;France;2005/05/26;Coriolis
6900190;France;2005/08/28;Coriolis-OVIDE
6900191;France;2005/08/29;Coriolis-OVIDE
6900192;United Kingdom;2002/06/03;Argo UK
6900193;United Kingdom;2002/05/30;Argo UK
6900194;United Kingdom;2002/06/01;Argo UK
6900195;United Kingdom;2001/10/29;Argo UK
6900196;United Kingdom;2001/10/30;Argo UK
6900197;United Kingdom;2001/11/14;Argo UK
6900198;United Kingdom;2001/12/04;Argo UK
6900199;United Kingdom;2002/05/03;Argo UK
6900201;United Kingdom;2004/07/13;Argo UK
6900202;United Kingdom;2002/01/01;Argo UK eq.
6900203;Germany;2002/05/26;Argo eq. BSH
6900204;Germany;2002/05/27;Argo eq. BSH
6900205;Germany;2002/05/28;Argo eq. BSH
6900206;Germany;2002/05/29;Argo eq. BSH
6900207;Germany;2002/05/31;Argo eq. BSH
6900208;Germany;2002/06/02;Argo eq. BSH
6900209;Germany;2002/06/03;Argo eq. BSH
6900210;Germany;2003/07/01;Argo eq. BSH
6900211;Germany;2005/01/01;Argo BSH
6900212;Germany;2005/01/01;Argo BSH
6900213;Germany;2004/06/08;Argo BSH
6900214;Germany;2004/06/06;Argo BSH
6900215;Norway;2002/05/31;Argo NORWAY
6900216;Norway;2002/05/31;Argo NORWAY
6900217;Norway;2002/06/01;Argo NORWAY
6900218;Norway;2003/07/14;Argo NORWAY
6900219;Norway;2003/07/15;Argo NORWAY
6900220;Norway;2003/07/15;Argo NORWAY
6900221;Norway;2003/07/24;Argo NORWAY
6900222;Norway;2003/07/24;Argo NORWAY
6900223;Norway;2003/07/25;Argo NORWAY
6900226;European Union;2003/09/26;MEDARGO
6900227;European Union;2003/09/26;MEDARGO
6900228;European Union;2003/10/01;MEDARGO
6900229;European Union;2003/10/02;MEDARGO
6900230;Spain;2003/09/13;Argo SPAIN
6900231;Spain;2003/12/18;Argo SPAIN
6900232;Ireland;2003/10/08;Argo eq. IRELAND
6900233;Ireland;2003/10/12;Argo eq. IRELAND
6900234;France;2004/12/08;Coriolis-CONGAS
6900235;France;2004/12/04;Coriolis
6900236;France;2004/06/29;Coriolis
6900237;France;2004/07/01;Coriolis
6900238;France;2004/07/03;Coriolis
6900239;France;2004/06/15;Coriolis
6900240;France;2004/06/16;Coriolis
6900241;France;2004/06/18;Coriolis
6900242;France;2004/06/20;Coriolis
6900243;Germany;2004/07/01;Argo BSH
6900244;Germany;2004/07/03;Argo BSH
6900245;Germany;2004/07/01;Argo BSH
6900246;Germany;2004/07/01;Argo BSH
6900247;Germany;2004/07/02;Argo BSH
6900248;Germany;2004/07/02;Argo BSH
6900249;Germany;2004/07/02;Argo BSH
6900250;Germany;2004/07/03;Argo BSH
6900251;Germany;2005/04/18;Argo BSH
6900252;Germany;2005/07/06;Argo BSH
6900253;Germany;2005/06/08;Argo BSH
6900254;Germany;2005/06/09;Argo BSH
6900255;Germany;2005/06/09;Argo BSH
6900256;Germany;2005/06/10;Argo BSH
6900257;Germany;2005/06/11;Argo BSH
6900258;Germany;2005/06/12;Argo BSH
6900259;Germany;2005/07/06;Argo BSH
6900260;Germany;2005/07/07;Argo BSH
6900261;Germany;2005/07/07;Argo BSH
6900262;Germany;2005/12/12;Argo BSH
6900263;Germany;2005/12/09;Argo BSH
6900264;Germany;2005/12/12;Argo BSH
6900265;Germany;2006/08/05;Argo BSH
6900266;Germany;2006/08/06;Argo BSH
6900267;Germany;2006/08/07;Argo BSH
6900268;Germany;2006/08/08;Argo BSH
6900269;Germany;2006/08/08;Argo BSH
6900270;Germany;2005/04/18;Argo BSH
6900271;Germany;2005/04/18;Argo BSH
6900272;France;2004/06/27;Coriolis
6900273;France;2004/06/07;Coriolis
6900274;France;2004/06/14;Coriolis
6900275;Netherlands;2004/08/20;Argo NETHERLANDS
6900276;Netherlands;2004/08/31;Argo NETHERLANDS
6900277;Netherlands;2004/08/22;Argo NETHERLANDS
6900278;European Union;2004/06/30;MEDARGO
